0,1
and Joelah and Zebadiah the sons of Jeroham from Gedor.,"bo na Yowela na Zebadiya, bene Yerohamu w’i Gedori."
"As iron sharpens iron, so one person sharpens another.","Ukw icuma gikarisha ikindi, Ni k’umuntu akarisha mugenzi we."
"Hilen, Debir,","n’i Hilene, n’i Debira;"
"The successors of Jehoiakim: Jehoiachin his son, and Zedekiah.","Umuhungu wa Yehoyakimu ni Yekoniya, uwa Yekoniya ni Zedekiya."
"The sons of Aram: Uz, Hul, Gether and Meshek.",Aba Aramu ni Uzi na Huli na Geteri na Mashi.
"from Ephraim, brave warriors, famous in their own clans—20,800;","Abo mu Befurayimu bār’ ibihumbi mirongwibiri n’amajana munani, abantu b’abahizi, ba rurangiranwa mu mazu ya ba sekuruza."
"burn for burn, wound for wound, bruise for bruise.","ubushe buhōrwe ubundi, uruguma ruhōrwe urundi, umushishu w’inkoni uhōrwe uwundi."
So Joshua ordered the officers of the people:,"Maze Yosuwa abarira abagaba abantu,"
“Do not take advantage of the widow or the fatherless.,Ntihaze hagire umupfakazi cank’ impfuvyi mucuranguza.
"After she had weaned Lo-Ruhamah, Gomer had another son.","Nukw acukije Ntambabazi, arongera asama inda, avyara umuhungu."
"Mishma, Dumah, Massa,","na Mishima na Duma na Masa,"
"the nineteenth to Pethahiah, the twentieth to Jehezkel,","ubg’ icumi n’icenda Petahiya, ubga mirongwibiri Yehezekeli;"
"When his time of service was completed, he returned home.","Maz’ imisi yo gusasa kwiwe ishize, asubira i we."
We write this to make our joy complete.,Twanditse ivyo kugira ng’ umunezero wacu wuzure.
They left Haradah and camped at Makheloth.,"Bavudukayo, basagaza i Makeloti."
"But Jesus still made no reply, and Pilate was amazed.","Maze Yesu ntiyasubira kwishura ijambo na rimwe, bituma Pilato atangara."
The sons of Dishan: Uz and Aran.,Kand’ aba ni bo bene Dishani: Uzi na Arani.
To answer before listening— that is folly and shame.,Ūwishura atarumva Bimubera ubupfu n’agatētereza.
"Therefore prophesy against them; prophesy, son of man.”","Nuko rer’ ubabūrire, mwana w’umuntu, ubabūrire."
but Jesus went to the Mount of Olives.,Yesu aja ku musozi wa Elayono.
"When King Hezekiah’s officials came to Isaiah,",Nukw abantu b’umwami Hezekiya bashika kuri Yesaya.
"not by works, so that no one can boast.","ntivyavuye ku bikorwa, kugira ngo hoye kugira uwirarira."
A strong wind was blowing and the waters grew rough.,"ikiyaga gitangura kuzungazunga, kuk’ umuyaga mwinshi uhuhuta."
The Gershonites were counted by their clans and families.,"Kand’ abāharūwe bo mu ba Gerushoni, nk’ukw imiryango yabo iri, nk’ukw amazu ya ba sekuruza ari,"
"pray continually,",musenge ubudasība;
“In their presence I gave Baruch these instructions:,"Nihanikiririza Baruki imbere yabo,"
They left Punon and camped at Oboth.,"Bavudukayo, basagaza ahitwa Oboti."
of Jericho 345,Ab’i Yeriko n’amajana atatu na mirongwine na batanu.
There was continual warfare between Rehoboam and Jeroboam.,Kandi hāmah’ intambara hagati ya Rehobowamu na Yerobowamu na ntaryo.
"They stripped him and put a scarlet robe on him,","Bamwambura iziwe mpuzu bamwambika umutamana w’agahama,"
"He went through Syria and Cilicia, strengthening the churches.","Aca i Siriya n’i Kilikiya, aremesha amashengero."
of Hashum 328,Abo mu ba Hashumu n’amajana atatu na mirongwibiri n’ umunani.
"And Solomon rebuilt Gezer.) He built up Lower Beth Horon,","Nuko Salomo yubaka i Gezeri nyene, n’i Beti‐horoni ho hepfo,"
Five of them were foolish and five were wise.,"Batanu muri bo bār’ ibijuju, bandi batanu bār’ abanyabgenge."
"The Lord said to Moses,","Uhoraho abarira Mose,"
"Devote yourselves to prayer, being watchful and thankful.","Mukovye mu gusenga, mukubemwo maso, mushima;"
"The number from the tribe of Gad was 45,650.",abāharūwe bo mu muryango wa Gadi baba ibihumbi mirongwine na bitanu n’amajana atandatu na mirongwitanu.
the king of Jarmuth one the king of Lachish one,"n’uw’i Yaramuti, n’uw’i Lakishi;"
the twenty-third to Delaiah and the twenty-fourth to Maaziah.,"ubga mirongwibiri na gatatu Delaya, ubga mirongwibiri na kane Mahaziya."
They left Dophkah and camped at Alush.,"Bavudukayo, basagaza muri Alushi."
"one gold dish weighing ten shekels, filled with incense;","n’agakombe kamwe k’izahabu, kuriba kwako ni shekeli cumi; kari kuzuye imibavu;"
Anoint the basin and its stand and consecrate them.,"Uyarobanuze n’ikigārigāri bo n’intebe yaco, uceze."
The Amalekites came and attacked the Israelites at Rephidim.,"Maze haza Abamaleki, baterera Abisirayeli i Refidimu."
of Jericho 345,Ab’i Yeriko n’amajana atatu na mirongwine na batanu.
This is my command: Love each other.,Ivyo ndabibageze kugira ngo mukundane.
Shimei son of Ela—in Benjamin;,na Shimeyi mwene Ela yatoza ivy’ Ababenyamini;
So Zelophehad’s daughters did as the Lord commanded Moses.,Nukw abo bakobga ba Selofehadi babigenza nk’uk’ Uhoraho yabariye Mose.
"The sons of Ham: Cush, Egypt, Put and Canaan.",Aba Hamu ni Kushi na Misirayimu na Puti na Kanani.
Then Job answered the Lord :,"Maze Yobu yishura Uhoraho,"
"Zalmon the Ahohite, Maharai the Netophathite,","na Salumoni w’i Ahohi, na Maharayi w’i Netofati;"
to fulfill what was said through the prophet Isaiah:,"ngw ivyanditswe na Yesaya yavugishwa n’Imana bishike,"
and Ira the Jairite was David’s priest.,Ira w’Umuyayiri na we yar’ umujenama mukuru wa Dawidi.
"Abishua, Naaman, Ahoah,","na Abishuwa na Namani na Ahowa,"
Of the Zerahites: Jeuel. The people from Judah numbered 690.,"N’abo muri bene Zera ni Yeweli n’ab’i wabo, amajana atandatu na mirongwicenda."
"the fine robes and the capes and cloaks, the purses","n’impuzu zo ku misi mikuru, n’imitamana, n’impuzu zo kurenza hejuru, n’udupfuko,"
Include one male goat to make atonement for you.,Muze mutange n’impfizi y’impene imwe yo kubabera impongano.
"Do not envy the wicked, do not desire their company;","Ntukagirire ishari abanyakibi, Kandi ntukifuze kubana na bo:"
"Kephar Ammoni, Ophni and Geba—twelve towns and their villages.","na Kefaramoni na Ofuni na Geba: ivyo bisagara vyose na vyose vyar’ icumi na bibiri, bifise imihana ibikūkira;"
"These were the clans of Reuben; those numbered were 43,730.","Ayo ni yo mazu y’ Abareyubeni. Abāharūwe bo muri bo bār’ ibihumbi mirongwine na bitatu, n’amajana ndwi na mirongwitatu."
Many bulls surround me; strong bulls of Bashan encircle me.,"Impfizi nyinshi zirankikije, Impfizi z’ubukombe z’i Bashani zintaye hagati."
They left Rimmon Perez and camped at Libnah.,"Bavudukayo, basagaza i Libuna."
"From the Amramites, the Izharites, the Hebronites and the Uzzielites:","Mu ba Amuramu no mu ba Isuhari no mu ba Heburoni no mu ba Uziyeli,"
The word of the Lord came to me:,"Ijambo ry’Uhoraho ryongera kunzako,"
"Ira the Ithrite, Gareb the Ithrite,","na Ira w’i Ituri, na Garebu w’i Ituri nyene;"
The word of the Lord came to me:,"Ijambo ry’Uhoraho ryanjeko,"
"The Lord said to Moses,","Uhoraho abarira Mose,"
"next, Jehozabad, with 180,000 men armed for battle.","uwamukurikira ni Yehozabadi, na we yagaba ibihumbi ijana na mirongumunani, bitwaje ibirwanishwa."
"Whoever has ears, let them hear.",Namba har’ umuntu ari n’ugutwi ni yumve.
Again I saw something meaningless under the sun:,Nuko ndasubira nitegereza ubundi busa musi y’izuba.
"Be joyful in hope, patient in affliction, faithful in prayer.",Munezererwe kwizigira ibizoba; mwihanganire amagorwa; mushishikare gusenga;
"defiantly charging against him with a thick, strong shield.","Akayirangirirako afise ubugabo, Yitwaje inkinzo ifise umukondo ukomeye."
"any kind of raven,","n’icitwa igikōna cose, ukw amoko yavyo ari;"
"“Laughter,” I said, “is madness. And what does pleasure accomplish?”","Navuze ku bitwengo, nti Birasaze, no ku binezereza, nti Bimaze iki?"
"Arvadites, Zemarites and Hamathites.",n’Abaruvadi n’Abasemari n’Abahamati.
The second,"uwa kabiri aramucūra,"
"Greet Ampliatus, my dear friend in the Lord.","Muntahirize Ampuliyato, uwo nkunda mu Mwami wacu."
My love to all of you in Christ Jesus. Amen.,Urukundo rwanje rubane namwe mwese muri Kristo Yesu. Amen.
"Ben-Deker—in Makaz, Shaalbim, Beth Shemesh and Elon Bethhanan;",na mwene Dekeri yatoza ivy’ i Makasi n’i Shalibimo n’i Beti‐shemeshi n’i Eloni‐beti‐hanani;
one male goat for a sin offering;,n’isuguru y’impene imwe kw ikimazi co gutangirwa ivyaha;
"of Kiriath Jearim, Kephirah and Beeroth 743",Abagabo b’i Kiriyati‐yeyarimu n’i Kefira n’i Beroti n’amajana ndwi na mirongwine na batatu.
The people commended all who volunteered to live in Jerusalem.,Maz’ abantu bahezagira abandi bose bitanze n’ imitima ikunze kuba i Yerusalemu.
"The sons of Micah: Pithon, Melek, Tahrea and Ahaz.",Bene Mika ni Pitoni na Meliki na Tareya na Ahazi.
"Then they all went home,",Bose baca baritahira.
"At that time I, Daniel, mourned for three weeks.",Mur’ iyo misi jewe Daniyeli namaze amayinga atatu yiramvuriye ntuntuye.
"When King Hezekiah’s officials came to Isaiah,",Nukw abantu b’ umwami Hezekiya bashika kuri Yesaya.
"the little owl, the cormorant, the great owl,","n’igihuna, na shalaki, n’inyanana;"
So they sat down in groups of hundreds and fifties.,"Bicara imirongo‐imirongo, hamwe ijana‐ijana, ahandi mirongwitanu‐mirongwitanu, bartyo bartyo."
"Jarmuth and En Gannim, together with their pasturelands—four towns;","n’i Yaramuti n’i Eni‐ganimu, bo n’ amaragiro bigendanye; vyar’ ibisagara bine."
Then Eliphaz the Temanite replied:,"Maze Elifazi w’i Temani aramubarira,"
"Iphtah, Ashnah, Nezib,","na Ifuta na Ashuna na Nesibu,"
Then he and his disciples went to another village.,Nuko baja mu yindi mihana.
"Kinah, Dimonah, Adadah,","na Kina na Dimona na Adada,"
"both low and high, rich and poor alike:","Aboroshe n’abahambaye, Abatunzi n’aboro bose hamwe."
"Ibhar, Elishua, Elpelet,","na Ibuhari na Elishuwa na Elipeleti,"
"They were startled and frightened, thinking they saw a ghost.","Ariko bafatwa n’ubgoba bacika ivutu, bagira ngo n’umuzimu babonye."
one male goat for a sin offering;,n’ isuguru y’impene imwe kw ikimazi co gutangirwa ivyaha;
Then Shechem’s father Hamor went out to talk with Jacob.,Maze Hamori se wa Shekemu aja kwa Yakobo ngo babonane.
“What did Moses command you?” he replied.,"Na we arababaza, ati Mose yabagereye iki?"
"The Lord said to Moses and Aaron,","Uhoraho abarira Mose na Aroni,"
"the twelfth to Hashabiah, his sons and relatives 12","ubg’ icumi na kabiri bgerekana Hashabiya n’abigishwa biwe na bagenzi biwe, bose na bose bār’ icumi na babiri;"
the oath he swore to our father Abraham:,"Indahiro yarahiye sogokuruza Aburahamu,"
"The temple servants: the descendants of Ziha, Hasupha, Tabbaoth,","Abahawe ibango ry’ibikorwa vy’urusengero n’aba: abo mu ba Siha, no mu ba Hasufa, no mu ba Tabayoti,"
"Large crowds followed him, and he healed them there.","Ishengero ryinshi riramukurikira, abakirizayo."
"Ladan his son, Ammihud his son, Elishama his son,","uwa Tahani ni Ladani, uwa Ladani ni Amihudi, uwa Amihudi ni Elishama,"
“Be quiet!” said Jesus sternly. “Come out of him!”,"Yesu aramuzibiza, ati Hora, muvemwo."
of Bethel and Ai 123,Abagabo b’i Beteli n’i Hayi n’ijana na mirongwibiri na batatu.
"from Dan, ready for battle—28,600;",Abo mu Badani bazi uburyo bgo gutondesha urugamba bār’ ibihumbi mirongwibiri n’umunani n’amajana atandatu.
This is the first and greatest commandment.,Iryo ni ryo rihambaye rya mbere.
"for all the towering mountains and all the high hills,","no ku misozi miremire yose, no ku misozi yose yishira hejuru,"
"Amorites, Canaanites, Girgashites and Jebusites.”",n’ic’ Abamori n’ic’ Abanyakanani n’ic’ Abagirugashi n’ic’ Abayebusi.
"Bazluth, Mehida, Harsha,","no mu ba Basiluti, no mu ba Mehida, no mu ba Harisha,"
Moses did just as the Lord commanded him.,"Mose agenza kuno: uk’ Uhoraho yamugeze, aba ari kw akora."
"He subdued nations under us, peoples under our feet.","Aduha guhagarara amahanga ku gakanu, Ashira amoko musi y’ibirenge vyacu."
Solomon reigned in Jerusalem over all Israel forty years.,Salomo yamaze imyaka mirongwine ari ku ngoma aganza Abisirayeli bose ar’ i Yerusalemu.
Elihu continued:,"Elihu ashishikara kuja imbere,"
"Woe to the city of oppressors, rebellious and defiled!","Uzobona ibara, urya murwa wagararije, wanduye, kand’ uhahaza!"
the men of Bethlehem 123,Ab’i Betelehemu n’ijana na mirongwibiri na batatu.
"the seventeenth to Hezir, the eighteenth to Happizzez,","ubg’ icumi n’indwi Heziri, ubg’ icumi n’umunani Hapisesi;"
"Simon the Zealot and Judas Iscariot, who betrayed him.","na Simoni Umunyakananayo, na Yuda Isikaryota, umwe yamugura."
The Lord said to Moses and Aaron:,"Uhoraho abarira Mose na Aroni,"
The word of the Lord came to me:,"Maz’ ijambo ry’Uhoraho rinzako,"
"Rekem, Irpeel, Taralah,","na Rekemu na Irupeli na Tarala,"
"Stand firm, and you will win life.",Ukwihangana kwanyu ni kwo kuzotuma mukiza ubugingo bganyu.
in holiness and righteousness before him all our days.,Tur’ abera tugororoka mu nyonga zayo imisi yacu yose.
"Elidad son of Kislon, from the tribe of Benjamin;",mu muryango w’Ababenyamini ni Elidadi mwene Kisiloni;
The merchant uses dishonest scales and loves to defraud.,"Efurayimu n’Umunyakanani, umunzane w’ibinyoma uri mu kuboko kwiwe: akunda guhendana."
"Hattush, Shebaniah, Malluk,","na Hatushi na Shebaniya na Maluki,"
"Rejoice always,",Munezerwe imisi yose;
"Then the Lord said to Moses,","Uhoraho abarira Mose,"
"Hanan son of Maakah, Joshaphat the Mithnite,","na Hanani mwene Mayaka, na Yoshafati w’i Mituni;"
We put in at Syracuse and stayed there three days.,"Dufata i Surakusa, tuhamara imisi itatu."
Then the word of the Lord came to me:,"Maz’ ijambo ry’Uhoraho rinzako,"
Then Jesus said to the crowds and to his disciples:,"Maze Yesu abarira ishengero n’abigishwa biwe,"
one male goat for a sin offering;,n’ isuguru y’impene imwe kw ikimazi co gutangirwa ivyaha;
“Take up a lament concerning the princes of Israel,"Ikindi, cura intimba uririre inda y’ingoma y’Abisirayeli,"
"The Lord said to Moses,","Uhoraho abarira Mose,"
"one gold dish weighing ten shekels, filled with incense;","n’agakombe kamwe k’izahabu, kuriba kwako ni shekeli cumi; kari kuzuye imibavu;"
Baana son of Hushai—in Asher and in Aloth;,na Bayana mwene Hushayi yatoza ivy’ Abasheri n’ivy’ i Beyaloti;
"They had 736 horses, 245 mules,",Amafarasi yabo yar’ amajana ndwi na mirongwitatu n’atandatu; n’inyumbu zabo zar’ amajana abiri na mirongwine na zitanu;
"At that, Paul left the Council.",Nuko Paulo ava muri bo.
"Ramoth and Anem, together with their pasturelands;","na Ramoti na Anemu, bo n’amaragiro bigendanye;"
"There were also Ibhar, Elishua, Eliphelet,","avyara na Ibuhari na Elishama na Elifeleti,"
"Zanoah, En Gannim, Tappuah, Enam,","na Sanowa na Eni‐ganimu, na Tapuwa na Enamu,"
(His disciples had gone into the town to buy food.),Kukw abigishwa biwe bari bagiye mu gisagara kugura indya.
"Ira son of Ikkesh from Tekoa, Abiezer from Anathoth,","na Ira mwene Ikeshi w’i Tekowa, na Abiyezeri w’i Anatoti;"
They all wept as they embraced him and kissed him.,"Bose bararira cane, bagwa Paulo mw izosi, baramugumbira:"
"Maaziah, Bilgai and Shemaiah. These were the priests.",na Mahaziya na Biligayi na Shemaya; abo ni bo baherezi.
"one Lord, one faith, one baptism;","Harih’ Umwami umwe, n’ukwizera kumwe, no kubatizwa kumwe;"
"Jattir, Eshtemoa,","n’i Yatiri n’i Eshitemowa,"
"Benjamin, Malluk and Shemariah.",na Benyamini na Maluki na Shemariya.
"The Lord said to Gad, David’s seer,","Uhoraho abarira Gadi, kamenyi wa Dawidi,"
"the community’s half—was 337,500 sheep,","uwo mugabane w’ishengero war’ intama ibihumbi amajana atatu na mirongwitatu n’indwi n’amajana atanu,"
These are their names: Ben-Hur—in the hill country of Ephraim;,Aya ni yo mazina yabo: mwene Huri yatoza ivyo mu mugamba w’Abefurayimu;
things known from long ago.,"Ni k’Uhoraho agize, akora ivyo vyose, yabimenye uhereye ku kuremwa kw’isi."
"in Ziklag, in Mekonah and its settlements,","bāba n’i Sikulagi, n’i Mekona no mu bisagara bihakūkira,"
"the descendants of Parosh 2,172",abo mu ba Paroshi n’ ibihumbi bibiri n’ijana na mirongwirindwi na babiri.
"The poor plead for mercy, but the rich answer harshly.","Umworo akoma ibōbo, Arik’ umutunzi we yishurana ubugabo."
"The number from the tribe of Manasseh was 32,200.",abāharūwe bo mu muryango wa Manase baba ibihumbi mirongwitatu na bibiri n’amajana abiri.
"Jaala, Darkon, Giddel,","no mu ba Yahala, no mu ba Darikoni, no mu ba Gideli,"
"Then Barnabas went to Tarsus to look for Saul,","Avayo, aja i Taruso kurondera Sauli,"
"Ibhar, Elishua, Nepheg, Japhia,","na Ibuhari na Elishuwa na Nefegi na Yafiya,"
the king of Taanach one the king of Megiddo one,"n’uw’i Tanaki, n’uw’i Megido;"
The word of the Lord came to me:,"Ijambo ry’Uhoraho ryongera kunzako,"
"After Abimelek had governed Israel three years,","Nuko Abimeleki amara imyaka itatu, ari we aganza Abisirayeli."
"Then God said to Noah,","Imana ibarira Nowa,"
Produce fruit in keeping with repentance.,Nuko mwame imbuto zikwiranye n’ukwihana.
"I have perfumed my bed with myrrh, aloes and cinnamon.",Namotesheje neza uburiri bganje Isenga n’imbazi na mudarasini.
"God also said to Moses, “I am the Lord .","Imana ibarira Mose, iti Nd’ UHORAHO;"
"We have become fatherless, our mothers are widows.","Tur’ impfuvyi ntitukigira ba data, Ba mama bameze nk’abapfakazi."
of Bezai 323,Abo mu ba Besayi n’amajana atatu na mirongwibiri na batatu.
Is not your wickedness great? Are not your sins endless?,S’ukw ivyaha vyawe bikomeye? Mber’ ibigabitanyo vyawe ntibigira akagero.
"Pelatiah, Hanan, Anaiah,","na Pelatiya na Hanani na Anaya,"
Then the Lord said to Joshua:,"Uhoraho abarira Yosuwa,"
"“Make the robe of the ephod entirely of blue cloth,",Kand’ umwinjiro wo kwambarirwako efodi uz’ uwujishe mu nyuzi z’amasufe gusa;
(This was before John was put in prison.),kuko Yohana atāribgashirwe mw ibohero.
"Resentment kills a fool, and envy slays the simple.","Ereg’ igipfu ni co cicwa n’ umwikomo, N’imburabgenge ni yo yicwa n’ishari."
"Blessed are those who find wisdom, those who gain understanding,","Hahirwa umuntu yironkera ubgenge, N’umuntu aronse ugutahura."
"‘Surely our foes are destroyed, and fire devours their wealth.’","Bati N’ukuri abāri badukūriye hasi bararanduwe, N’amasigarira yo muri bo atongowe n’umuriro."
All this happened to King Nebuchadnezzar.,Nukw ivyo vyose bishika ku mwami Nebukadineza.
"Similarly, encourage the young men to be self-controlled.",N’imisore n’uko ubahanūre ntibahugumbe;
"In the wilderness: Beth Arabah, Middin, Sekakah,","Ibisagara vyo mu bugaragwa vyar’ ibi: Beti‐araba na Midina na Sekaka,"
Thanks be to God for his indescribable gift!,Imana ishimirwe ingabire yayo nziza itovugwa.
The descendants of Gershom: Shubael was the first.,"Mu ba Gerushomu, Shebuweli ni we yari mukuru;"
"Hadoram, Uzal, Diklah,","na Hadoramu na Uzalu na Dikila,"
"the third to Harim, the fourth to Seorim,","ubga gatatu Harimu, ubga kane Seyorimu;"
"from the tribe of Ephraim, Hoshea son of Nun;",Mu muryango wa Efurayimu hatumwa Hoseya mwene Nuni.
Therefore I urge you to imitate me.,"Nuko ndabinginga, munyigāne."
Immediately the leprosy left him and he was cleansed.,"Imibembe ica imuvako, arakira."
The word of the Lord came to me:,"Ijambo ry’Uhoraho rinzako,"
The Israelites moved on and camped at Oboth.,"Abisirayeli barahaguruka, basagaza ahitwa Oboti."
so that no one may boast before him.,kugira ngo ntihagire umuntu yirata imbere y’Imana.
The creatures sped back and forth like flashes of lightning.,"Ivyo binyabugingo vyariruka bigakimirana, bisa n’imiravyo irabagiza."
"Hezro the Carmelite, Naarai son of Ezbai,","na Hesiro w’i Karumeli, na Narayi mwene Ezubayi;"
"Ziklag, Beth Markaboth, Hazar Susah,","na Sikulagi na Beti‐marakaboti na Hasari‐susa,"
"“I look for your deliverance, Lord .","Ewe Uhoraho, niteze agakiza kawe!"
"The Lord also said to Moses,","Uhoraho abarira Mose,"
the king of Jerusalem one the king of Hebron one,"n’uw’i Yerusalemu, n’uw’i Heburoni;"
yet you refuse to come to me to have life.,ariko mukanka kuza kuri jewe ngo muronke ubugingo.
The Lord is a warrior; the Lord is his name.,"Uhoraho n’intōre mu ntambara, Uhoraho ni ryo zina ryiwe."
"from Zebulun, Eliab son of Helon;",mu ba Zebuloni ni Eliyabu mwene Heloni;
"Joel the brother of Nathan, Mibhar son of Hagri,","na Yoweli murumuna wa Natani, na Mibuhari mwene Hagiri;"
Greet one another with a holy kiss.,Muramukanishe kugumbirana kwera.
"Oholibamah, Elah, Pinon,","na Oholibama na Ela na Pinoni,"
Jesus Christ is the same yesterday and today and forever.,"Yesu Kristo uko yar’ ar’ ejo, n’uyu musi ni kw akiri, ni kw azokwama ibihe bidashira."
of which the tribute for the Lord was 675;,izo Uhoraho yirogōjemwo zar’ amajana atandatu na mirongwirindwi na zitanu;
of Bebai 628,Abo mu ba Bebayi n’amajana atandatu na mirongwibiri n’umunani.
"the red kite, any kind of black kite,","n’ ikinyamwanira, n’inkōna, ukw amoko yavyo ari;"
"When they looked up, they saw no one except Jesus.","Bunamuye amaso, ntibagira uwundi babona, atari Yesu wenyene."
for gaining wisdom and instruction; for understanding words of insight;,Yo kumenya ubgenge bo n’ inyigisho; Gutegēra amajambo y’ugutahura;
“Meaningless! Meaningless!” says the Teacher. “Everything is meaningless!”,"N’ubusa gusa, ni k’Umusiguzi agize, vyose n’ubusa."
He made narrow windows high up in the temple walls.,Iyo ngoro ayishiramw’ amadirisha y’ inshingo zikomeye.
"“Job says, ‘I am innocent, but God denies me justice.","Kuko Yobu avuga, ngo N’ umugororotsi, Kandi ngw Imana yamurīrīriye urubanza:"
This prophecy came in the year King Ahaz died:,Mu mwaka umwami Ahazi yatanzemwo habayeh’ iyi mbūri.
"After him, Ibzan of Bethlehem led Israel.","Yefuta akurikirwa na Ibusani w’i Betelehemu, aba umucamanza w’Abisirayeli."
"Holon, Debir,","n’i Holoni n’i Debira,"
"and with each of the seven lambs, one-tenth.","iryo ku mwana w’intama umwe‐umwe mur’ abo, ukw ar’ indwi, ribe ikigiracumi kimwe."
"the tenth to Shimei, his sons and relatives 12","ubg’ icumi bgerekana Shimeyi n’abigishwa biwe na bagenzi biwe, bose na bose bār’ icumi na babiri;"
"For Adam was formed first, then Eve.","Kuko Adamu ari we yabanje kuremwa, hanyuma Eva."
"The number from the tribe of Dan was 62,700.",abāharūwe bo mu muryango wa Dani baba ibihumbi mirongwitandatu na bibiri n’amajana ndwi.
So Isaac stayed in Gerar.,Nuko Isaka aba i Gerari:
"numbered 8,580.",abāharūwe bo muri bo baba ibihumbi munani n’amajana atanu na mirongumunani.
"about sin, because people do not believe in me;","ivy’ icaha, kuko batānyizeye,"
"When Peter saw him, he asked, “Lord, what about him?”","Nuko Petero amubonye, abaza Yesu, ati Mugenzi, uyu we bizoba bite?"
"Hariph, Anathoth, Nebai,","na Harifu na Anatoti na Nebayi,"
"The sons of Noah: Shem, Ham and Japheth.",na Nowa na Shemu na Hamu na Yafeti.
"Comfort, comfort my people, says your God.","Ni muhūmurize abantu banje, ni mubahūmurize, ni kw Imana yanyu igize."
"Then Moses said, “Now show me your glory.”","Mose aramwishura, ati Ndakwinginze, nyereka ubgiza bgawe."
"The sons of Shem: Elam, Ashur, Arphaxad, Lud and Aram.",Aba Shemu ni Elamu na Ashuri na Arupakisadi na Ludi na Aramu.
So King Darius put the decree in writing.,Nuk’ umwami Dariyo asinya ku candiko c’ico cihanikirizo.
"The sons of Ham: Cush, Egypt, Put and Canaan.",Aba Hamu ni Kushi na Misirayimu na Puti na Kanani.
for our “God is a consuming fire.”,kukw Imana yacu ar’ umuriro utōngōra.
"Pharaoh asked him, “How old are you?”","Farawo abaza Yakobo, at’ Imyaka umaze n’ingahe?"
“A horrible and shocking thing has happened in the land:,Habonetse ikintu c’akumiza giteye ubgoba mu gihugu:
"The sons of Hebron: Korah, Tappuah, Rekem and Shema.",Bene Heburoni ni Kora na Tapuwa na Rekemu na Shema.
"The sons of Issachar: Tola, Puah, Jashub and Shimron.","Bene Isakari ni Tola, na Puva, na Yobu, na Shimuroni."
"Jeremiah said, “The word of the Lord came to me:","Yeremiya aravuga, at’ Ijambo ry’Uhoraho ryanjeko,"
"for defiling molds in fabric or in a house,","ar’ indwara yo mu buryo bg’imibembe ifashe umwambaro cank’ inzu,"
"Ahiam son of Sakar the Hararite, Eliphal son of Ur,","na Ahiyamu mwene Sakari w’i Harari nyene, na Elifali mwene Uri;"
So you too should be glad and rejoice with me.,"abe ari ko namwe munezerwa, munezeranwe nanje."
"We have suffered terror and pitfalls, ruin and destruction.”","Ibiteye ubgoba n’urusumanyenzi bidushitseko, bo n’ ubugesera no kuranduka."
"Dear children, keep yourselves from idols.","Bana bato, mwirinde ibigirwamana."
"of Harim’s, Adna; of Meremoth’s, Helkai;",mu ba Harimu ni Adina; mu ba Merayoti ni Helikayi;
"435 camels and 6,720 donkeys.","n’ingamiya zabo zār’ amajana ane na mirongwitatu na zitanu, n’indogoba zabo ibihumbi bitandatu n’amajana ndwi na mirongwibiri."
"Gather together, gather yourselves together, you shameful nation,","Ni mukoranire hamwe, mbere ni mukorane, yewe hanga ritagira isoni;"
"Bunni, Azgad, Bebai,","na Buni na Azigadi na Bebayi,"
"Eighteen thousand Benjamites fell, all of them valiant fighters.","Mu Babenyamini hapfa abantu ibihumbi cumi n’ umunani, bose n’abahizi."
"Meanwhile his disciples urged him, “Rabbi, eat something.”","Batarashika, abigishwa baramwinginga, bati Mwigisha, enda fungura."
"Epaphras, my fellow prisoner in Christ Jesus, sends you greetings.","Epafura, mugenzanje tubohanywe muri Kristo, aragutasha,"
"Maarath, Beth Anoth and Eltekon—six towns and their villages.",na Mara na Beti‐anoti na Elitekoni; vyar’ ibisagara bitandatu bifise imihana ibikūkira.
"His division numbers 57,400.",ingabo zāharūwe zabo zar’ ibihumbi mirongwitanu n’indwi n’amajana ane.
A prayer of Habakkuk the prophet. On shigionoth .,"Isengesho ry’uwavugishwa n’ Imana Habakuki, ryaririmbishwa mw ijwi ryitwa Shigiyonoti."
"So then he told them plainly, “Lazarus is dead,","Buno Yesu avuga abifoboye, ati Lazaro yahwereye;"
"When Moses heard this, he fell facedown.","Mose avyumvise, arapfukama arūnama."
"And sitting down, they kept watch over him there.",bicara hano baramurinda.
"Me Jarkon and Rakkon, with the area facing Joppa.",n’i Meyarakoni n’i Rakoni no mu ntāra irābana n’i Yopa.
"After fasting forty days and forty nights, he was hungry.","Amaze imisi mirongwine n’amajoro mirongwine yisonzesheje, abona gusonza."
"of Senaah 3,630",Ab’i Sena n’ibihumbi bitatu n’amajana atandatu na mirongwitatu.
"the second row shall be turquoise, lapis lazuli and emerald;",mu wa kabiri habe utwitwa nofekina na safiro na yahalomu;
Then the word of the Lord came to Elijah:,"Hanyuma ijambo ry’Uhoraho rimuzako,"
Command and teach these things.,Wame ubgiriza ivyo kand’ uvyigisha.
"Strengthen the feeble hands, steady the knees that give way;","Mukomeze amaboko areganutse, mugumishe amavi aregarega."
Therefore he sent the hand that wrote the inscription.,"Maz’ ico gihimba c’igikonjo kirarungikwa, kivuye kuri yo, iyo nyandiko irandikwa."
The grace of the Lord Jesus be with you.,Ubuntu bg’Umwami wacu Yesu Kristo bubane namwe.
